id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized,vader_label,vader_compound,vader_pos_conf,vader_neu_conf,vader_neg_conf
6059,Ok so The delivery came on frida yWhatever,ok so the delivery came on frida ywhatever,1,neutral,Apathy,neutral,Automotive,8,8,medium,1,1,0,en,neutral,positive,0.296,0.239,0.761,0.0
6060,look the box was left here on a tuesday wow,look the box was left here on a tuesday,1,neutral,Apathy,neutral,Electronics,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6061,if  im being real the delivery was dropped off on wednesday morning cheers hmm,if im being real the delivery was dropped off on wednesday morning,1,neutral,Indifference,neutral,Clothing,14,12,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6062,Wow The package showed up on thursday Take it or leave it,the package showed up on thursday take it or leave it,1,neutral,Confusion,neutral,Electronics,12,11,medium,1,1,0,en,neutral,negative,-0.0516,0.0,0.893,0.107
6063,right so th eorder arrived on wednesday morning end of story,right so th eorder arrived on wednesday morning end of story,1,neutral,Confusion,neutral,Automotive,11,11,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6064,the package came on thursday wow,the package came on thursday,1,neutral,Apathy,neutral,Clothing,6,5,short,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6066,okay  the delivery showed up on friday .,okay the delivery showed up on friday,1,neutral,Indifference,neutral,Clothing,8,7,short,5,1,0,en,neutral,positive,0.2263,0.241,0.759,0.0
6068,First off The package showed up on thursday yeah,first off the package showed up on thursday,1,neutral,Confusion,neutral,Automotive,9,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6069,i guess the item was left here on wednesday morning just putting it out there,i guess the item was left here on wednesday morning just putting it out there,1,neutral,Confusion,neutral,Sports & Outdoors,15,15,long,5,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6070,okay the order came on a monday afternoon oh well lol,okay the order came on a monday afternoon oh well,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral,positive,0.4588,0.364,0.636,0.0
6071,if im being real the delivery was left here on a tuesday cheers ??,if im being real the delivery was left here on a tuesday,1,neutral,Apathy,neutral,Clothing,14,12,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6073,right  so the delivery was dropped off on a monday afternoon,right so the delivery was dropped off on a monday afternoon,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6074,I guess The order came on a tuesday,i guess the order came on a tuesday,1,neutral,Confusion,neutral,Clothing,8,8,medium,6,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6075,Listen The box arrived on the weekend Just putting it out there ok,listen the box arrived on the weekend just putting it out there ok,1,neutral,Indifference,neutral,Clothing,13,13,medium,0,1,0,en,neutral,positive,0.296,0.155,0.845,0.0
6076,the delivery was dropped off on thursday whatever yeah,the delivery was dropped off on thursday,1,neutral,Indifference,neutral,Clothing,9,7,short,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6077,look the item was dropped off on thew eekend smh,look the item was dropped off on thew eekend,1,neutral,Apathy,neutral,Electronics,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6078,the item showed up on wednesday morning end of story lol,the item showed up on wednesday morning end of story,1,neutral,Confusion,neutral,Home & Kitchen,11,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6079,look the order arrived on friday make of that what you will ok,look the order arrived on friday make of that what you will ok,1,neutral,Indifference,neutral,Electronics,13,13,medium,1,1,0,en,neutral,positive,0.296,0.155,0.845,0.0
6080,Okay  The delivery was dropped off on wednesday morning Make of that what you will tbh,okay the delivery was dropped off on wednesday morning make of that what you will,1,neutral,Confusion,neutral,Sports & Outdoors,16,15,long,1,1,0,en,neutral,positive,0.2263,0.119,0.881,0.0
6082,i guess the item was dropped off on a monday afternoon end of story tbh,i guess the item was dropped off on a monday afternoon end of story,1,neutral,Indifference,neutral,Home & Kitchen,15,14,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6084,Ok  so The delivery showed up on a tuesday Take it or leave it wow,ok so the delivery showed up on a tuesday take it or leave it,1,neutral,Indifference,neutral,Electronics,15,14,medium,4,1,0,en,neutral,positive,0.25,0.153,0.764,0.083
6085,I guess The delivery was left here on wednesday morning Just putting it out there !!,i guess the delivery was left here on wednesday morning just putting it out there,1,neutral,Apathy,neutral,Electronics,16,15,long,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6086,Look The package arrived on friday hmm,look the package arrived on friday,1,neutral,Confusion,neutral,Automotive,7,6,short,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6088,Well The order was left here on the weekend End of story !!,well the order was left here on the weekend end of story,1,neutral,Apathy,neutral,Clothing,13,12,medium,0,1,0,en,neutral,positive,0.2732,0.16,0.84,0.0
6089,well the delivery showde up on thursday anyway ok,well the delivery showde up on thursday ok,1,neutral,Indifference,neutral,Home & Kitchen,9,8,medium,3,1,0,en,neutral,positive,0.5106,0.417,0.583,0.0
6090,So The order showed up on the weekend Fascinating tbh,so the order showed up on the weekend,1,neutral,Indifference,neutral,Electronics,10,8,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6091,listen the order came on wednesday morning make of that what you will yeah,listen the order came on wednesday morning make of that what you will,1,neutral,Indifference,neutral,Electronics,14,13,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6093,Okay The package showed up on thursday Cheers wow,okay the package showed up on thursday,1,neutral,Apathy,neutral,Home & Kitchen,9,7,short,0,1,0,en,neutral,positive,0.2263,0.241,0.759,0.0
6094,ok so the item showed up on the weekend lol,ok so the item showed up on the weekend,1,neutral,Indifference,neutral,Clothing,10,9,medium,0,1,0,en,neutral,positive,0.296,0.216,0.784,0.0
6095,Listen  The order arrived on a tuesday End of story,listen the order arrived on a tuesday end of story,1,neutral,Confusion,neutral,Sports & Outdoors,10,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6096,Honestly The package was dropped off on wednesday morning Cheers ok,honestly the package was dropped off on wednesday morning ok,1,neutral,Apathy,neutral,Automotive,11,10,medium,0,1,0,en,neutral,positive,0.6369,0.394,0.606,0.0
6097,I  guess The package was dropped off on friday Just putting it out there yeah,i guess the package was dropped off on friday just putting it out there,1,neutral,Apathy,neutral,Automotive,15,14,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6098,honestly the package was left here on a tuesday tbh,honestly the package was left here on a tuesday,1,neutral,Apathy,neutral,Sports & Outdoors,10,9,medium,0,1,0,en,neutral,positive,0.4588,0.3,0.7,0.0
6100,Well  The delivery came on a tuesday,well the delivery came on a tuesday,1,neutral,Apathy,neutral,Automotive,7,7,short,0,1,0,en,neutral,positive,0.2732,0.296,0.704,0.0
6101,Look The package showed up on a monday afternoon Take it or leave it smh,look the package showed up on a monday afternoon take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,15,14,medium,1,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091
6103,honestly the box came on a monday afternoon cheers,honestly the box came on a monday afternoon,1,neutral,Indifference,neutral,Clothing,9,8,medium,4,1,0,en,neutral,positive,0.4588,0.333,0.667,0.0
6104,Listen  The box was dropped off on a monday afternoon,listen the box was dropped off on a monday afternoon,1,neutral,Indifference,neutral,Clothing,10,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6105,Wow The box was dropped off on wednesday morning Oh well lol,the box was dropped off on wednesday morning oh well,1,neutral,Indifference,neutral,Sports & Outdoors,12,10,medium,1,1,0,en,neutral,positive,0.2732,0.189,0.811,0.0
6106,So The box came on wednesday morning ??,so the box came on wednesday morning,1,neutral,Confusion,neutral,Electronics,8,7,short,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6108,first off the order showed up on the weekend !! 372,first off the order showed up on the weekend 372,1,neutral,Indifference,neutral,Sports & Outdoors,11,10,medium,5,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6109,so the box arrived on thursday make of that what you will ??,so the box arrived on thursday make of that what you will,1,neutral,Indifference,neutral,Automotive,13,12,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6110,right so the package arrived on the weekend,right so the package arrived on the weekend,1,neutral,Apathy,neutral,Automotive,8,8,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6111,First off The box showed up on a monday afternoon wow,first off the box showed up on a monday afternoon,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6112,The package arrived on thursday Take it or leave it,the package arrived on thursday take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,10,10,medium,4,1,0,en,neutral,negative,-0.0516,0.0,0.882,0.118
6114,Listen The order was dropped off on friday lol,listen the order was dropped off on friday,1,neutral,Apathy,neutral,Electronics,9,8,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6115,first off the deliveryw as left here on a monday afternoon make of that what you will ??,first off the deliveryw as left here on a monday afternoon make of that what you will,1,neutral,Indifference,neutral,Sports & Outdoors,18,17,long,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6116,First off The delivery came on a tuesday Just putting it out there,first off the delivery came on a tuesday just putting it out there,1,neutral,Apathy,neutral,Electronics,13,13,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6117,listen the order was left here on the weekend smh,listen the order was left here on the weekend,1,neutral,Apathy,neutral,Clothing,10,9,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6118,first off the item showed up on a monday afternoon,first off the item showed up on a monday afternoon,1,neutral,Indifference,neutral,Automotive,10,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6119,Ok so The box came on wednesday morning End of story lol,ok so the box came on wednesday morning end of story,1,neutral,Apathy,neutral,Automotive,12,11,medium,0,1,0,en,neutral,positive,0.296,0.18,0.82,0.0
6120,so the package arrived on a tuesday just putting it out there .,so the package arrived on a tuesday just putting it out there,1,neutral,Apathy,neutral,Electronics,13,12,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6121,i  guess the box cam eon wednesday morning smh,i guess the box cam eon wednesday morning,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,7,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6122,the box came on friday oh well ok,the box came on friday oh well ok,1,neutral,Indifference,neutral,Electronics,8,8,medium,0,1,0,en,neutral,positive,0.5106,0.417,0.583,0.0
6124,wow the package showed up on wednesday morning end of story ??,the package showed up on wednesday morning end of story,1,neutral,Apathy,neutral,Sports & Outdoors,12,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6125,well the package caem on a monday afternoon yup lol,well the package caem on a monday afternoon,1,neutral,Indifference,neutral,Electronics,10,8,medium,0,1,0,en,neutral,positive,0.2732,0.259,0.741,0.0
6126,Okay The package showed up on thursday End of story tbh,okay the package showed up on thursday end of story,1,neutral,Apathy,neutral,Home & Kitchen,11,10,medium,1,1,0,en,neutral,positive,0.2263,0.174,0.826,0.0
6127,Honestly The delivery was dropped off on thursday Cheers,honestly the delivery was dropped off on thursday,1,neutral,Indifference,neutral,Electronics,9,8,medium,0,1,0,en,neutral,positive,0.4588,0.3,0.7,0.0
6129,The package was left here on a tuesday ok,the package was left here on a tuesday ok,1,neutral,Confusion,neutral,Clothing,9,9,medium,1,1,0,en,neutral,positive,0.296,0.239,0.761,0.0
6130,look the order arrived on thursday make of that what you will,look the order arrived on thursday make of that what you will,1,neutral,Confusion,neutral,Electronics,12,12,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6131,the box arrived on thursday whatever ??,the box arrived on thursday,1,neutral,Apathy,neutral,Clothing,7,5,short,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6132,So  The order was left here on thursday Whatever hmm,so the order was left here on thursday,1,neutral,Apathy,neutral,Sports & Outdoors,10,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6133,Look The package showed up on a monday afternoon Just putting it out there tbh,look the package showed up on a monday afternoon just putting it out there,1,neutral,Apathy,neutral,Automotive,15,14,medium,5,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6134,Okay The order came on a tuesday .,okay the order came on a tuesday,1,neutral,Apathy,neutral,Clothing,8,7,short,3,1,0,en,neutral,positive,0.2263,0.275,0.725,0.0
6135,so the delivery was left here on thursday cheers yeah,so the delivery was left here on thursday,1,neutral,Indifference,neutral,Electronics,10,8,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6136,Look The order cameo n a tuesday wow,look the order cameo n a tuesday,1,neutral,Confusion,neutral,Home & Kitchen,8,7,short,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6137,I  guess The order came on friday lol,i guess the order came on friday,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6138,well the order wsa left here on a tuesday lol,well the order wsa left here on a tuesday,1,neutral,Apathy,neutral,Home & Kitchen,10,9,medium,2,1,0,en,neutral,positive,0.2732,0.231,0.769,0.0
6139,Ok  so The delivery arrived on wednesday morning Cheers smh,ok so the delivery arrived on wednesday morning,1,neutral,Indifference,neutral,Automotive,10,8,medium,1,1,0,en,neutral,positive,0.296,0.239,0.761,0.0
6140,listen the item was left here on a tuesday .,listen the item was left here on a tuesday,1,neutral,Confusion,neutral,Clothing,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6141,I guess The delivery arrived on a tuesday Cheers lol,i guess the delivery arrived on a tuesday,1,neutral,Confusion,neutral,Electronics,10,8,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6142,Ok so The package was left here on the weekend Whatever wow,ok so the package was left here on the weekend,1,neutral,Confusion,neutral,Home & Kitchen,12,10,medium,2,1,0,en,neutral,positive,0.296,0.196,0.804,0.0
6143,listen the order arrived on a monday afternoon make of that what you will smh,listen the order arrived on a monday afternoon make of that what you will,1,neutral,Apathy,neutral,Electronics,15,14,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6145,i  guess the package showed up on friday oh well ok,i guess the package showed up on friday oh well ok,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,2,1,0,en,neutral,positive,0.5106,0.35,0.65,0.0
6146,Bruh The delivery was left here on a monday afternoon End of story ok,the delivery was left here on a monday afternoon end of story ok,1,neutral,Confusion,neutral,Electronics,14,13,medium,0,1,0,en,neutral,positive,0.296,0.167,0.833,0.0
6147,honestly  the box showed up on wednesday morning end of story ??,honestly the box showed up on wednesday morning end of story,1,neutral,Indifference,neutral,Automotive,12,11,medium,1,1,0,en,neutral,positive,0.4588,0.231,0.769,0.0
6148,the  box came on friday hmm,the box came on friday,1,neutral,Apathy,neutral,Home & Kitchen,6,5,short,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6149,the order was dropped off on a tuesday end of story !!,the order was dropped off on a tuesday end of story,1,neutral,Apathy,neutral,Clothing,12,11,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6150,If im being real The package showed up on a monday afternoon yeah,if im being real the package showed up on a monday afternoon,1,neutral,Indifference,neutral,Home & Kitchen,13,12,medium,8,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6151,so the delivery was left here on thursday ok,so the delivery was left here on thursday ok,1,neutral,Confusion,neutral,Home & Kitchen,9,9,medium,0,1,0,en,neutral,positive,0.296,0.216,0.784,0.0
6152,The order was dropped offo n thursday Fascinating ok,the order was dropped offo n thursday ok,1,neutral,Apathy,neutral,Clothing,9,8,medium,0,1,0,en,neutral,positive,0.296,0.268,0.732,0.0
6153,if im being real the item showed up on the weekend yeah,if im being real the item showed up on the weekend,1,neutral,Indifference,neutral,Electronics,12,11,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6154,The  package was dropped off on friday Cheers wow,the package was dropped off on friday,1,neutral,Indifference,neutral,Electronics,9,7,short,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6155,The  item was left here on wednesday morning ??,the item was left here on wednesday morning,1,neutral,Indifference,neutral,Electronics,9,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6157,ok so the item was left here on the weekend smh,ok so the item was left here on the weekend,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,0,1,0,en,neutral,positive,0.296,0.196,0.804,0.0
6158,Look  The delivery came on thursday Take it or leave it .,look the delivery came on thursday take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,12,11,medium,0,1,0,en,neutral,negative,-0.0516,0.0,0.893,0.107
6159,The  package was dropped off on thursday Oh well tbh,the package was dropped off on thursday oh well,1,neutral,Indifference,neutral,Automotive,10,9,medium,3,1,0,en,neutral,positive,0.2732,0.208,0.792,0.0
6160,Okay  The package showed up on the weekend Fascinating smh,okay the package showed up on the weekend,1,neutral,Confusion,neutral,Automotive,10,8,medium,2,1,0,en,neutral,positive,0.2263,0.213,0.787,0.0
6162,Wow The item was left here on a monday afternoon Just putting it out there lol,the item was left here on a monday afternoon just putting it out there,1,neutral,Confusion,neutral,Home & Kitchen,16,14,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6164,If im being real The package was dropped off on a monday afternoon Yup tbh,if im being real the package was dropped off on a monday afternoon,1,neutral,Confusion,neutral,Electronics,15,13,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6165,if im ebing real the package came on a tuesday hmm,if im ebing real the package came on a tuesday,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6166,Wow The item was left here on thursday Whateevr !!,the item was left here on thursday whateevr,1,neutral,Indifference,neutral,Clothing,10,8,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6167,First off The item showed up on thursday Anyway .,first off the item showed up on thursday,1,neutral,Apathy,neutral,Automotive,10,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6168,The item was left here on wednesday morning Take it or leave it smh,the item was left here on wednesday morning take it or leave it,1,neutral,Apathy,neutral,Home & Kitchen,14,13,medium,0,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091
6169,bruh the order came on friday,the order came on friday,1,neutral,Confusion,neutral,Sports & Outdoors,6,5,short,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6170,well the order came on the weekend hmm,well the order came on the weekend,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,0,1,0,en,neutral,positive,0.2732,0.259,0.741,0.0
6171,So The item showed up on the weekend Yup !!,so the item showed up on the weekend,1,neutral,Confusion,neutral,Automotive,10,8,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6174,the  delivery was dropped off on wednesday morning take it or leave it,the delivery was dropped off on wednesday morning take it or leave it,1,neutral,Confusion,neutral,Automotive,13,13,medium,1,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091
6175,bruh the order was left here on the weekend yup ok,the order was left here on the weekend ok,1,neutral,Confusion,neutral,Sports & Outdoors,11,9,medium,1,1,0,en,neutral,positive,0.296,0.216,0.784,0.0
6176,if im being real the item arrived on a tuesday aynway wow,if im being real the item arrived on a tuesday aynway,1,neutral,Apathy,neutral,Electronics,12,11,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6177,If im being real The delivery was left here on friday Fascinating tbh,if im being real the delivery was left here on friday,1,neutral,Confusion,neutral,Electronics,13,11,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6178,The item was left here on a tuesday Cheers,the item was left here on a tuesday,1,neutral,Apathy,neutral,Clothing,9,8,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6180,If im being real Thep ackage arrived on the weekend Take it or leave it ??,if im being real thep ackage arrived on the weekend take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,16,15,long,3,1,0,en,neutral,negative,-0.0516,0.0,0.921,0.079
6181,i guess the order arrived on wednesday morning end of story ??,i guess the order arrived on wednesday morning end of story,1,neutral,Apathy,neutral,Electronics,12,11,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6182,the box was dropped off on the weekend end of story yeah,the box was dropped off on the weekend end of story,1,neutral,Indifference,neutral,Home & Kitchen,12,11,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6183,Honestly The item showed up on friday tbh,honestly the item showed up on friday,1,neutral,Confusion,neutral,Home & Kitchen,8,7,short,4,1,0,en,neutral,positive,0.4588,0.333,0.667,0.0
6184,the item wsa left here on friday oh well hmm,the item wsa left here on friday oh well,1,neutral,Confusion,neutral,Sports & Outdoors,10,9,medium,3,1,0,en,neutral,positive,0.2732,0.208,0.792,0.0
6186,so the item was dropped off on a tuesday take it or leave it ??,so the item was dropped off on a tuesday take it or leave it,1,neutral,Indifference,neutral,Home & Kitchen,15,14,medium,2,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091
6187,Okay The package was dropped off on friday Whatever wow,okay the package was dropped off on friday,1,neutral,Apathy,neutral,Automotive,10,8,medium,1,1,0,en,neutral,positive,0.2263,0.213,0.787,0.0
6188,So The delivery was dropped off on a tuesday ??,so the delivery was dropped off on a tuesday,1,neutral,Indifference,neutral,Electronics,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6189,Wow The box came on wednesday morning Whatever smh,the box came on wednesday morning,1,neutral,Apathy,neutral,Electronics,9,6,short,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6191,the  order came on thursday end of story lol,the order came on thursday end of story,1,neutral,Apathy,neutral,Clothing,9,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6192,Right so The order came on thursday Fascinating tbh,right so the order came on thursday,1,neutral,Apathy,neutral,Electronics,9,7,short,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6193,The  delivery came on friday End o fstory,the delivery came on friday end o fstory,1,neutral,Apathy,neutral,Sports & Outdoors,8,8,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6194,Right  so The order showed up on thursday wow,right so the order showed up on thursday,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6195,The order showed up on a monday afternoon End of story,the order showed up on a monday afternoon end of story,1,neutral,Apathy,neutral,Electronics,11,11,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6196,The order was dropped off on the weekend,the order was dropped off on the weekend,1,neutral,Indifference,neutral,Sports & Outdoors,8,8,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6197,So The order was dropped off on thursday tbh,so the order was dropped off on thursday,1,neutral,Indifference,neutral,Sports & Outdoors,9,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6198,well the item arrived on wednesday morning oh well lol,well the item arrived on wednesday morning oh well,1,neutral,Indifference,neutral,Home & Kitchen,10,9,medium,0,1,0,en,neutral,positive,0.4939,0.375,0.625,0.0
6199,Okay The box showed up on friday Fascinating tbh,okay the box showed up on friday,1,neutral,Confusion,neutral,Home & Kitchen,9,7,short,2,1,0,en,neutral,positive,0.2263,0.241,0.759,0.0
6201,First off The delivery was dropped off on a monday afternoon Take it or leave it tbh,first off the delivery was dropped off on a monday afternoon take it or leave it,1,neutral,Apathy,neutral,Electronics,17,16,long,2,1,0,en,neutral,negative,-0.0516,0.0,0.921,0.079
6202,Listen The item showed up on a tuesday Oh well wow,listen the item showed up on a tuesday oh well,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,4,1,0,en,neutral,positive,0.2732,0.208,0.792,0.0
6203,well the package came on a monday afternoon yeah,well the package came on a monday afternoon,1,neutral,Indifference,neutral,Sports & Outdoors,9,8,medium,3,1,0,en,neutral,positive,0.2732,0.259,0.741,0.0
6204,The delivery arrived on wednesday morning Oh well hmm,the delivery arrived on wednesday morning oh well,1,neutral,Apathy,neutral,Sports & Outdoors,9,8,medium,2,1,0,en,neutral,positive,0.2732,0.231,0.769,0.0
6205,If im being real The package was left here on friday,if im being real the package was left here on friday,1,neutral,Confusion,neutral,Electronics,11,11,medium,6,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6206,the box showed up on friday ok,the box showed up on friday ok,1,neutral,Confusion,neutral,Electronics,7,7,short,2,1,0,en,neutral,positive,0.296,0.268,0.732,0.0
6207,The item showed up on a monday afternoon Take it or leave it .,the item showed up on a monday afternoon take it or leave it,1,neutral,Apathy,neutral,Sports & Outdoors,14,13,medium,0,1,0,en,neutral,negative,-0.0516,0.0,0.902,0.098
6208,Okay The orde rarrived on a tuesday !!,okay the orde rarrived on a tuesday,1,neutral,Apathy,neutral,Electronics,8,7,short,5,1,0,en,neutral,positive,0.2263,0.275,0.725,0.0
6209,the box arrived on wednesday morning whatever ??,the box arrived on wednesday morning,1,neutral,Confusion,neutral,Electronics,8,6,short,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6211,well  the item was left here on thursday whatever lol,well the item was left here on thursday,1,neutral,Confusion,neutral,Electronics,10,8,medium,0,1,0,en,neutral,positive,0.2732,0.231,0.769,0.0
6213,the delivery was left here on wednesday morning lol,the delivery was left here on wednesday morning,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6214,Okay The package came on a monday afternoon Cheers,okay the package came on a monday afternoon,1,neutral,Confusion,neutral,Home & Kitchen,9,8,medium,8,1,0,en,neutral,positive,0.2263,0.241,0.759,0.0
6215,First off The package was dropped off on friday Take it or leave it .,first off the package was dropped off on friday take it or leave it,1,neutral,Indifference,neutral,Clothing,15,14,medium,0,1,0,en,neutral,negative,-0.0516,0.0,0.915,0.085
6216,okay the box arrievd on the weekend ??,okay the box arrievd on the weekend,1,neutral,Confusion,neutral,Electronics,8,7,short,1,1,0,en,neutral,positive,0.2263,0.241,0.759,0.0
6217,Honestly The item came on the weekend End of story lol,honestly the item came on the weekend end of story,1,neutral,Indifference,neutral,Electronics,11,10,medium,0,1,0,en,neutral,positive,0.4588,0.25,0.75,0.0
6218,Bruh The order arrived on a monday afternoon yeah,the order arrived on a monday afternoon,1,neutral,Confusion,neutral,Clothing,9,7,short,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6219,the delivery was left here on friday oh well,the delivery was left here on friday oh well,1,neutral,Confusion,neutral,Electronics,9,9,medium,4,1,0,en,neutral,positive,0.2732,0.208,0.792,0.0
6220,If im being real The order came on friday ??,if im being real the order came on friday,1,neutral,Indifference,neutral,Sports & Outdoors,10,9,medium,5,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6222,The box showed up on thursday Just putting it out there ok,the box showed up on thursday just putting it out there ok,1,neutral,Apathy,neutral,Electronics,12,12,medium,0,1,0,en,neutral,positive,0.296,0.167,0.833,0.0
6224,right  so the order was dropped off on friday tbh,right so the order was dropped off on friday,1,neutral,Indifference,neutral,Electronics,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6225,look the order showed up on the weekend yup lol,look the order showed up on the weekend,1,neutral,Apathy,neutral,Electronics,10,8,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
6226,If im being real The package arrived on thursday Yup wow,if im being real the package arrived on thursday,1,neutral,Indifference,neutral,Home & Kitchen,11,9,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0
